id;ps;n_iter;initializer;sspace;selection_pressure;selection_method;mutation_prob;mutation_method;xo_prob;xo_method;has_elitism;allow_reproduction;score
99;50;6;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [mul, sub, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.1, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA52BB00>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA4BF240>;0.7;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA4072E0>;True;False;1.7638247
100;100;6;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [add, sub, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA42EFC0>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA528D60>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA3FBBA0>;False;True;2.4327056
101;200;6;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [div, sub, mul, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA57F240>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA528400>;0.9;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA52BB00>;False;True;9.223372036854776e+18
102;30;6;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_tournament.<locals>.tournament at 0x00000223CA5AB9C0>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA5A9B20>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA42EFC0>;True;True;1.3838575
103;50;6;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.2, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA59B600>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA5AB9C0>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA5AA840>;False;True;115.31026
104;100;1;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [sub, div, add, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_double_tournament.<locals>.double_tournament at 0x00000223CA592160>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA3FBBA0>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA4BF240>;False;True;0.9212753
105;10;6;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.2, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA5513A0>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA5911C0>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA5A89A0>;False;True;9.223372036854776e+18
106;100;8;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [div, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.05, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_double_tournament.<locals>.double_tournament at 0x00000223CA5D4680>;0.15;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA42EFC0>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA592160>;True;False;0.61476314
107;10;8;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [div, add, mul, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.2, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA5D4540>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA5836A0>;0.5;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA5513A0>;False;False;9.223372036854776e+18
108;10;2;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [mul, add, sub, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA5DA2A0>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA57EA20>;0.9;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA5D4680>;False;False;9.223372036854776e+18
109;50;8;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [mul, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA5AAF20>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA630040>;0.7;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA5D4540>;False;False;9.223372036854776e+18
110;200;1;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [div, sub, mul, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.2, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_tournament.<locals>.tournament at 0x00000223CA63E3E0>;0.15;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA69E520>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA5DA2A0>;False;True;0.7576853
111;30;8;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [mul, div, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.2, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA69F920>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA5513A0>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA5AAF20>;True;False;1.0819393
112;10;4;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [mul, div, sub, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.1, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_double_tournament.<locals>.double_tournament at 0x00000223CA6EEA20>;0.15;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA69F600>;0.9;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA63E3E0>;False;False;9.223372036854776e+18
113;100;1;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [add, mul, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.2, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA695080>;0.15;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA6EDE40>;0.9;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA69F920>;True;False;0.7896162
114;30;1;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [sub, add, div, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.05, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA6AEB60>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA6B2CA0>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA6EEA20>;False;False;9.223372036854776e+18
115;200;6;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [sub, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.1, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_double_tournament.<locals>.double_tournament at 0x00000223CA6B6980>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA63E3E0>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA695080>;False;False;9.223372036854776e+18
116;200;6;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_double_tournament.<locals>.double_tournament at 0x00000223CA724EA0>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA5DA2A0>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA726E80>;False;False;9.223372036854776e+18
117;200;8;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [sub, mul, div, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.2, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA6AF060>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA6AC720>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA67FE20>;True;False;0.81894743
118;50;8;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_tournament.<locals>.tournament at 0x00000223CA695080>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA68C680>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA68F2E0>;True;False;3.5493393
119;30;8;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA6EF240>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA6B2CA0>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA68CE00>;False;False;9.223372036854776e+18
120;100;1;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [mul, div, add, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.1, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA6EB600>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA63E3E0>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA695080>;True;True;1.6196903
121;10;6;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.05, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA7877E0>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA6E8E00>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA6EF240>;True;False;26.067581
122;30;2;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_tournament.<locals>.tournament at 0x00000223CA6D8F40>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA68C680>;0.9;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA6EB600>;True;True;3.7903533
123;10;6;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [add, mul, div, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.2, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA784F40>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA6B5F80>;0.9;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA6B8FE0>;False;False;9.223372036854776e+18
124;100;8;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [mul, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.2, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA8037E0>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA695080>;0.9;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA6D8F40>;False;True;9.223372036854776e+18
125;100;2;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [div, add, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA68C680>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA8019E0>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA784F40>;False;False;9.223372036854776e+18
126;200;2;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA802E80>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA79A980>;0.5;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA8037E0>;False;True;7.1346006
127;10;8;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [sub, div, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.05, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA6B93A0>;0.15;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA71FD80>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA68C680>;False;True;9.223372036854776e+18
128;50;2;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.05, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA8142C0>;0.15;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA6E8E00>;0.5;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA802E80>;True;False;2.843948
129;50;1;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [add, mul, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA8037E0>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA815800>;0.7;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA6B93A0>;True;True;0.85081804
130;100;1;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [div, sub, add, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.2, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_tournament.<locals>.tournament at 0x00000223CA7AD8A0>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA8151C0>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA8142C0>;False;False;9.223372036854776e+18
131;100;4;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [mul, sub, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.1, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_double_tournament.<locals>.double_tournament at 0x00000223CA866020>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA867060>;0.7;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA8668E0>;True;True;1.7361233
132;10;6;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [mul, add, sub, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.05, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_tournament.<locals>.tournament at 0x00000223CA7ABEC0>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA6E8E00>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA7ABA60>;True;False;3.824485
133;10;2;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [add, div, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA8151C0>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA7AA520>;0.9;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA8C4680>;False;True;9.223372036854776e+18
134;10;8;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [mul, add, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.2, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_double_tournament.<locals>.double_tournament at 0x00000223CA8ABC40>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA8BECA0>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA7ABEC0>;True;True;2.7756429
135;10;4;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.05, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_double_tournament.<locals>.double_tournament at 0x00000223CA8E2480>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA7AC900>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA8151C0>;True;False;2.189549
136;200;1;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [add, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.2, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_tournament.<locals>.tournament at 0x00000223CA83D580>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA8AC7C0>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA7FC9A0>;False;True;0.82115793
137;30;8;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [add, sub, mul, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.3, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA8A2B60>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA8AA160>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA8AE7A0>;True;False;1.7687553
138;100;4;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [sub, mul, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.05, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA8FA520>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA8A2B60>;0.5;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA83D580>;True;False;1.149383
139;50;8;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [add, div, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA8AC7C0>;0.15;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA7FC9A0>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA7AC900>;False;False;9.223372036854776e+18
140;200;1;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [sub, add, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.05, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_tournament.<locals>.tournament at 0x00000223CA945EE0>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA8AE7A0>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA8E31A0>;False;True;1.6618601
141;100;4;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [add, div, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.05, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_double_tournament.<locals>.double_tournament at 0x00000223CA94E2A0>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA94DF80>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA8AC7C0>;True;True;1.0190749
142;10;6;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.1, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA7AC900>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA942020>;0.7;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA943C40>;True;True;2.6304212
143;10;4;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [add, mul, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.05, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA992AC0>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA8BC4A0>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA8A1620>;False;True;112.90845
144;30;6;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_double_tournament.<locals>.double_tournament at 0x00000223CA984040>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA940CC0>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA7AC900>;True;True;2.7812417
145;30;6;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [mul, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA9822A0>;0.15;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA927B00>;0.7;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA926840>;False;False;9.223372036854776e+18
146;200;4;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [sub, mul, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_tournament.<locals>.tournament at 0x00000223CA947100>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA94DF80>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA909940>;True;False;1.5383939
147;30;2;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [sub, add, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.05, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA940AE0>;0.15;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA944040>;0.9;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA945D00>;True;True;1.1139914
148;30;4;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [add, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA944860>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA926840>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA947100>;False;False;9.223372036854776e+18
