id;ps;n_iter;initializer;sspace;selection_pressure;selection_method;mutation_prob;mutation_method;xo_prob;xo_method;has_elitism;allow_reproduction;score
11;50;25;<function grow at 0x00000287710C2700>;{'n_dims': 12, 'function_set': [sub, div, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297E990>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 5, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_tournament.<locals>.tournament at 0x00000287737C11C0>;0.15;<function prm_hoist_mtn.<locals>.hoist_mtn at 0x0000028773A499E0>;0.5;<function swap_xo at 0x000002877100A980>;False;False;0.70142484
12;500;25;<function full at 0x00000287710C28E0>;{'n_dims': 12, 'function_set': [add, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297E990>, 'p_constants': 0.05, 'max_init_depth': 3, 'max_depth': 7, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_double_tournament.<locals>.double_tournament at 0x000002877327F7E0>;0.15;<function prm_subtree_mtn.<locals>.subtree_mtn at 0x000002877389F9C0>;0.05;<function swap_xo at 0x000002877100A980>;False;False;0.43339157
13;250;100;<function full at 0x00000287710C28E0>;{'n_dims': 12, 'function_set': [mul, add, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297EC60>, 'p_constants': 0.05, 'max_init_depth': 5, 'max_depth': 6, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_tournament.<locals>.tournament at 0x000002877334B380>;0.15;<function prm_point_mtn.<locals>.point_mtn at 0x00000287732384A0>;0.8;<function swap_xo at 0x000002877100A980>;True;True;0.21695825
14;1000;100;<function grow at 0x00000287710C2700>;{'n_dims': 12, 'function_set': [mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297E990>, 'p_constants': 0.2, 'max_init_depth': 4, 'max_depth': 8, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x000002877367C0E0>;0.2;<function prm_hoist_mtn.<locals>.hoist_mtn at 0x0000028773A499E0>;0.9;<function swap_xo at 0x000002877100A980>;True;True;0.47993922
15;25;250;<function full at 0x00000287710C28E0>;{'n_dims': 12, 'function_set': [div, add, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297EC60>, 'p_constants': 0.2, 'max_init_depth': 3, 'max_depth': 8, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_tournament.<locals>.tournament at 0x0000028773950E00>;0.5;<function prm_subtree_mtn.<locals>.subtree_mtn at 0x00000287731CF600>;0.9;<function swap_xo at 0x000002877100A980>;False;True;0.25956586
16;100;50;<function grow at 0x00000287710C2700>;{'n_dims': 12, 'function_set': [add, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297E9F0>, 'p_constants': 0.1, 'max_init_depth': 5, 'max_depth': 8, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_double_tournament.<locals>.double_tournament at 0x0000028773B544A0>;0.2;<function prm_point_mtn.<locals>.point_mtn at 0x0000028773232660>;0.9;<function swap_xo at 0x000002877100A980>;False;True;0.3255849
17;1000;25;<function full at 0x00000287710C28E0>;{'n_dims': 12, 'function_set': [add, sub, mul, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297E9F0>, 'p_constants': 0.1, 'max_init_depth': 4, 'max_depth': 5, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_tournament.<locals>.tournament at 0x000002877323C040>;0.5;<function prm_hoist_mtn.<locals>.hoist_mtn at 0x0000028773B5C720>;0.5;<function swap_xo at 0x000002877100A980>;False;True;0.32188836
18;25;100;<function full at 0x00000287710C28E0>;{'n_dims': 12, 'function_set': [add, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297E990>, 'p_constants': 0.05, 'max_init_depth': 5, 'max_depth': 8, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_tournament.<locals>.tournament at 0x0000028773905C60>;0.5;<function prm_point_mtn.<locals>.point_mtn at 0x0000028774124EA0>;0.9;<function swap_xo at 0x000002877100A980>;True;False;0.1986934
19;100;250;<function full at 0x00000287710C28E0>;{'n_dims': 12, 'function_set': [mul, add, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297E9F0>, 'p_constants': 0.1, 'max_init_depth': 4, 'max_depth': 7, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_double_tournament.<locals>.double_tournament at 0x0000028773F7FCE0>;0.5;<function prm_point_mtn.<locals>.point_mtn at 0x0000028773F52020>;0.8;<function swap_xo at 0x000002877100A980>;False;True;0.17559163
20;500;50;<function grow at 0x00000287710C2700>;{'n_dims': 12, 'function_set': [div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297E9F0>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 6, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_double_tournament.<locals>.double_tournament at 0x0000028774092DE0>;0.5;<function prm_subtree_mtn.<locals>.subtree_mtn at 0x000002877418C220>;0.2;<function swap_xo at 0x000002877100A980>;True;True;0.15075405
21;100;25;<function grow at 0x00000287710C2700>;{'n_dims': 12, 'function_set': [sub, div, mul, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297EC60>, 'p_constants': 0.2, 'max_init_depth': 5, 'max_depth': 5, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_double_tournament.<locals>.double_tournament at 0x00000287743D4A40>;0.05;<function prm_point_mtn.<locals>.point_mtn at 0x0000028773EEBE20>;0.5;<function swap_xo at 0x000002877100A980>;False;False;0.30185708
22;500;250;<function full at 0x00000287710C28E0>;{'n_dims': 12, 'function_set': [div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297E990>, 'p_constants': 0.1, 'max_init_depth': 4, 'max_depth': 5, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_double_tournament.<locals>.double_tournament at 0x00000287740B2480>;0.1;<function prm_hoist_mtn.<locals>.hoist_mtn at 0x0000028774004A40>;0.7;<function swap_xo at 0x000002877100A980>;False;False;0.92212105
23;500;25;<function full at 0x00000287710C28E0>;{'n_dims': 12, 'function_set': [mul, sub, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297E9F0>, 'p_constants': 0.2, 'max_init_depth': 5, 'max_depth': 5, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_tournament.<locals>.tournament at 0x0000028774443240>;0.15;<function prm_subtree_mtn.<locals>.subtree_mtn at 0x00000287742E6660>;0.7;<function swap_xo at 0x000002877100A980>;False;False;0.14951208
24;250;50;<function full at 0x00000287710C28E0>;{'n_dims': 12, 'function_set': [mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297E9F0>, 'p_constants': 0.05, 'max_init_depth': 4, 'max_depth': 5, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_tournament.<locals>.tournament at 0x00000287741E8D60>;0.5;<function prm_hoist_mtn.<locals>.hoist_mtn at 0x0000028774285C60>;0.7;<function swap_xo at 0x000002877100A980>;False;False;1.5148369
25;250;50;<function grow at 0x00000287710C2700>;{'n_dims': 12, 'function_set': [div, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297E990>, 'p_constants': 0.05, 'max_init_depth': 5, 'max_depth': 8, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_double_tournament.<locals>.double_tournament at 0x000002877433F060>;0.1;<function prm_hoist_mtn.<locals>.hoist_mtn at 0x0000028774163A60>;0.9;<function swap_xo at 0x000002877100A980>;False;True;0.70177436
26;50;50;<function full at 0x00000287710C28E0>;{'n_dims': 12, 'function_set': [add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297E990>, 'p_constants': 0.3, 'max_init_depth': 5, 'max_depth': 5, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_double_tournament.<locals>.double_tournament at 0x0000028774561F80>;0.1;<function prm_subtree_mtn.<locals>.subtree_mtn at 0x000002877323C040>;0.05;<function swap_xo at 0x000002877100A980>;True;False;0.60048485
27;250;100;<function grow at 0x00000287710C2700>;{'n_dims': 12, 'function_set': [div, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297E990>, 'p_constants': 0.1, 'max_init_depth': 5, 'max_depth': 5, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_rank_selection.<locals>.rank_selection at 0x0000028774316200>;0.5;<function prm_subtree_mtn.<locals>.subtree_mtn at 0x000002877454B380>;0.05;<function swap_xo at 0x000002877100A980>;True;False;0.27566224
28;1000;250;<function full at 0x00000287710C28E0>;{'n_dims': 12, 'function_set': [add, mul, div, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297EC60>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 8, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x0000028774810FE0>;0.5;<function prm_subtree_mtn.<locals>.subtree_mtn at 0x000002877413A980>;0.8;<function swap_xo at 0x000002877100A980>;False;True;0.37227005
29;100;250;<function full at 0x00000287710C28E0>;{'n_dims': 12, 'function_set': [add, div, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297EC60>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 7, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x00000287747594E0>;0.15;<function prm_point_mtn.<locals>.point_mtn at 0x0000028774B36E80>;0.5;<function swap_xo at 0x000002877100A980>;True;False;0.1502534
30;50;250;<function grow at 0x00000287710C2700>;{'n_dims': 12, 'function_set': [mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297EC60>, 'p_constants': 0.05, 'max_init_depth': 4, 'max_depth': 8, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_double_tournament.<locals>.double_tournament at 0x0000028774B87380>;0.2;<function prm_hoist_mtn.<locals>.hoist_mtn at 0x0000028774B349A0>;0.8;<function swap_xo at 0x000002877100A980>;True;True;0.8765456
31;50;100;<function grow at 0x00000287710C2700>;{'n_dims': 12, 'function_set': [sub, div, add, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297EC60>, 'p_constants': 0.3, 'max_init_depth': 4, 'max_depth': 5, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_tournament.<locals>.tournament at 0x0000028775093920>;0.05;<function prm_subtree_mtn.<locals>.subtree_mtn at 0x0000028774C04900>;0.05;<function swap_xo at 0x000002877100A980>;False;True;0.23609814
32;100;25;<function full at 0x00000287710C28E0>;{'n_dims': 12, 'function_set': [sub, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297E9F0>, 'p_constants': 0.2, 'max_init_depth': 5, 'max_depth': 7, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x0000028775142CA0>;0.5;<function prm_hoist_mtn.<locals>.hoist_mtn at 0x0000028775002F20>;0.2;<function swap_xo at 0x000002877100A980>;False;True;0.9308766
33;250;50;<function grow at 0x00000287710C2700>;{'n_dims': 12, 'function_set': [div, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297EC60>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 7, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_double_tournament.<locals>.double_tournament at 0x000002877500BE20>;0.15;<function prm_point_mtn.<locals>.point_mtn at 0x0000028774D0B880>;0.8;<function swap_xo at 0x000002877100A980>;False;False;0.15048225
34;500;25;<function grow at 0x00000287710C2700>;{'n_dims': 12, 'function_set': [div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297EC60>, 'p_constants': 0.1, 'max_init_depth': 5, 'max_depth': 6, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_rank_selection.<locals>.rank_selection at 0x0000028774CF3F60>;0.15;<function prm_hoist_mtn.<locals>.hoist_mtn at 0x0000028774FE5260>;0.05;<function swap_xo at 0x000002877100A980>;True;True;0.25371456
35;25;50;<function full at 0x00000287710C28E0>;{'n_dims': 12, 'function_set': [sub, add, mul, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297E990>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 6, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_double_tournament.<locals>.double_tournament at 0x00000287754FB9C0>;0.15;<function prm_hoist_mtn.<locals>.hoist_mtn at 0x00000287754F96C0>;0.2;<function swap_xo at 0x000002877100A980>;False;False;0.6923794
36;50;250;<function full at 0x00000287710C28E0>;{'n_dims': 12, 'function_set': [div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297E9F0>, 'p_constants': 0.05, 'max_init_depth': 4, 'max_depth': 8, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_double_tournament.<locals>.double_tournament at 0x00000287750E3560>;0.05;<function prm_subtree_mtn.<locals>.subtree_mtn at 0x0000028775386AC0>;0.5;<function swap_xo at 0x000002877100A980>;True;True;0.70177436
37;25;100;<function grow at 0x00000287710C2700>;{'n_dims': 12, 'function_set': [sub, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297EC60>, 'p_constants': 0.2, 'max_init_depth': 2, 'max_depth': 6, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_rank_selection.<locals>.rank_selection at 0x0000028775214A40>;0.5;<function prm_hoist_mtn.<locals>.hoist_mtn at 0x0000028774D4F060>;0.2;<function swap_xo at 0x000002877100A980>;False;True;417.36798
38;500;50;<function grow at 0x00000287710C2700>;{'n_dims': 12, 'function_set': [mul, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297E9F0>, 'p_constants': 0.2, 'max_init_depth': 2, 'max_depth': 6, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_tournament.<locals>.tournament at 0x00000287757CC540>;0.05;<function prm_subtree_mtn.<locals>.subtree_mtn at 0x00000287752ED3A0>;0.7;<function swap_xo at 0x000002877100A980>;False;True;0.1626945
39;50;100;<function full at 0x00000287710C28E0>;{'n_dims': 12, 'function_set': [mul, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297E990>, 'p_constants': 0.05, 'max_init_depth': 3, 'max_depth': 5, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_tournament.<locals>.tournament at 0x00000287757F4540>;0.1;<function prm_hoist_mtn.<locals>.hoist_mtn at 0x00000287758D47C0>;0.2;<function swap_xo at 0x000002877100A980>;True;True;1.6029212
40;50;25;<function grow at 0x00000287710C2700>;{'n_dims': 12, 'function_set': [div, add, sub, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297E990>, 'p_constants': 0.2, 'max_init_depth': 4, 'max_depth': 5, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x00000287758FCA40>;0.2;<function prm_hoist_mtn.<locals>.hoist_mtn at 0x00000287758BA980>;0.5;<function swap_xo at 0x000002877100A980>;False;True;212.32669
41;50;25;<function grow at 0x00000287710C2700>;{'n_dims': 12, 'function_set': [div, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297E990>, 'p_constants': 0.1, 'max_init_depth': 4, 'max_depth': 8, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_tournament.<locals>.tournament at 0x00000287757CC900>;0.05;<function prm_point_mtn.<locals>.point_mtn at 0x00000287759DC040>;0.7;<function swap_xo at 0x000002877100A980>;False;False;0.78198457
42;500;250;<function full at 0x00000287710C28E0>;{'n_dims': 12, 'function_set': [add, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297E990>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 6, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_tournament.<locals>.tournament at 0x0000028775ABA520>;0.5;<function prm_point_mtn.<locals>.point_mtn at 0x0000028775A6F9C0>;0.9;<function swap_xo at 0x000002877100A980>;False;True;0.3826173
43;50;250;<function full at 0x00000287710C28E0>;{'n_dims': 12, 'function_set': [div, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002877297E9F0>, 'p_constants': 0.2, 'max_init_depth': 4, 'max_depth': 7, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_double_tournament.<locals>.double_tournament at 0x000002877599C220>;0.05;<function prm_hoist_mtn.<locals>.hoist_mtn at 0x0000028775AA8400>;0.05;<function swap_xo at 0x000002877100A980>;False;False;0.9793159
