id;ps;n_iter;initializer;sspace;selection_pressure;selection_method;mutation_prob;mutation_method;xo_prob;xo_method;has_elitism;allow_reproduction;score
11;10;4;<function full at 0x000002172BDC8040>;{'n_dims': 12, 'function_set': [div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDDE50>, 'p_constants': 0.05, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x000002177B4A3A60>;0.15;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172BEF19E0>;0.5;<function prm_gs_xo.<locals>.gs_xo at 0x000002177B56A840>;True;False;3.2663658
12;50;6;<function full at 0x000002172BDC8040>;{'n_dims': 12, 'function_set': [sub, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDDE50>, 'p_constants': 0.2, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_rank_selection.<locals>.rank_selection at 0x000002177B49D940>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x0000021754EEC4A0>;0.9;<function prm_gs_xo.<locals>.gs_xo at 0x000002172BE6AC00>;False;True;9.223372036854776e+18
13;50;8;<function full at 0x000002172BDC8040>;{'n_dims': 12, 'function_set': [sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDDE50>, 'p_constants': 0.3, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_rank_selection.<locals>.rank_selection at 0x000002177B56A840>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002177B4A6340>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x000002177B4A3A60>;True;True;2.7385964
14;50;1;<function full at 0x000002172BDC8040>;{'n_dims': 12, 'function_set': [div, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDF010>, 'p_constants': 0.2, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_double_tournament.<locals>.double_tournament at 0x000002177B58FC40>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172BEFC0E0>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x000002172BF17380>;True;False;0.7513
15;30;2;<function full at 0x000002172BDC8040>;{'n_dims': 12, 'function_set': [div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDF010>, 'p_constants': 0.05, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x000002177B4A1800>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172BE6AC00>;0.5;<function prm_gs_xo.<locals>.gs_xo at 0x000002177B56A840>;False;False;9.223372036854776e+18
16;200;6;<function full at 0x000002172BDC8040>;{'n_dims': 12, 'function_set': [mul, div, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDF010>, 'p_constants': 0.05, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x000002177B4C79C0>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002177B4C6FC0>;0.9;<function prm_gs_xo.<locals>.gs_xo at 0x000002172BEF19E0>;False;False;9.223372036854776e+18
17;100;6;<function full at 0x000002172BDC8040>;{'n_dims': 12, 'function_set': [div, add, mul, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDDE50>, 'p_constants': 0.2, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_double_tournament.<locals>.double_tournament at 0x000002177B4A1800>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002177B4C79C0>;0.7;<function prm_gs_xo.<locals>.gs_xo at 0x000002177B4C6FC0>;False;True;0.6635736
18;50;4;<function full at 0x000002172BDC8040>;{'n_dims': 12, 'function_set': [mul, sub, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDF010>, 'p_constants': 0.05, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_tournament.<locals>.tournament at 0x000002177B4A3A60>;0.15;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002177B56A840>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x000002177B551620>;False;False;9.223372036854776e+18
19;100;6;<function full at 0x000002172BDC8040>;{'n_dims': 12, 'function_set': [div, add, sub, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDF010>, 'p_constants': 0.2, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x000002172BFABF60>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002177B58C040>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x000002177B4A1800>;True;True;1.5213584
20;100;2;<function full at 0x000002172BDC8040>;{'n_dims': 12, 'function_set': [sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDDE50>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_tournament.<locals>.tournament at 0x000002177B4C74C0>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002177B550040>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x000002177B4A3A60>;True;True;0.67257315
21;50;8;<function grow at 0x000002172BDB7E20>;{'n_dims': 12, 'function_set': [div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDF010>, 'p_constants': 0.1, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_tournament.<locals>.tournament at 0x000002172BFD6E80>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002177B4C79C0>;0.5;<function prm_gs_xo.<locals>.gs_xo at 0x0000021754EEC4A0>;False;True;0.79794896
22;100;2;<function grow at 0x000002172BDB7E20>;{'n_dims': 12, 'function_set': [add, sub, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDDE50>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x000002177B4A1800>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172BFC6A20>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x000002177B4C74C0>;True;False;0.6769887
23;10;8;<function full at 0x000002172BDC8040>;{'n_dims': 12, 'function_set': [sub, div, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDDE50>, 'p_constants': 0.3, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_double_tournament.<locals>.double_tournament at 0x000002172BF6CEA0>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172BF6EDE0>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x000002172BF8FEC0>;True;False;3.0885935
24;50;4;<function full at 0x000002172BDC8040>;{'n_dims': 12, 'function_set': [div, mul, sub, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDF010>, 'p_constants': 0.2, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_tournament.<locals>.tournament at 0x000002172C02A2A0>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172BF6EF20>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x000002177B4A1800>;False;True;4.647901
25;30;8;<function grow at 0x000002172BDB7E20>;{'n_dims': 12, 'function_set': [sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDF010>, 'p_constants': 0.1, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_tournament.<locals>.tournament at 0x000002172BFABA60>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002177B4C74C0>;0.7;<function prm_gs_xo.<locals>.gs_xo at 0x000002172BF6CEA0>;False;True;9.223372036854776e+18
26;50;1;<function grow at 0x000002172BDB7E20>;{'n_dims': 12, 'function_set': [mul, sub, div, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDF010>, 'p_constants': 0.2, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x000002172BFFD9E0>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172BFABA60>;0.9;<function prm_gs_xo.<locals>.gs_xo at 0x000002172C02A2A0>;False;False;3.002117
27;10;1;<function grow at 0x000002172BDB7E20>;{'n_dims': 12, 'function_set': [add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDF010>, 'p_constants': 0.2, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_tournament.<locals>.tournament at 0x000002172BFA82C0>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002177B4C79C0>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x000002172BF8FEC0>;False;False;9.223372036854776e+18
28;50;2;<function grow at 0x000002172BDB7E20>;{'n_dims': 12, 'function_set': [div, add, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDDE50>, 'p_constants': 0.05, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_tournament.<locals>.tournament at 0x000002177B4C74C0>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172D0409A0>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x000002172BFFD9E0>;False;True;1.0803525
29;100;8;<function full at 0x000002172BDC8040>;{'n_dims': 12, 'function_set': [add, sub, mul, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDDE50>, 'p_constants': 0.05, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x000002172D027880>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172C02A2A0>;0.5;<function prm_gs_xo.<locals>.gs_xo at 0x000002172BFB53A0>;False;False;9.223372036854776e+18
30;10;1;<function grow at 0x000002172BDB7E20>;{'n_dims': 12, 'function_set': [mul, add, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDF010>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x000002172D009F80>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172D00B740>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x000002177B4C74C0>;False;False;9.223372036854776e+18
31;50;1;<function full at 0x000002172BDC8040>;{'n_dims': 12, 'function_set': [mul, add, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDDE50>, 'p_constants': 0.2, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_double_tournament.<locals>.double_tournament at 0x000002172D00B380>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172D0098A0>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x000002172D041EE0>;True;True;1.9582163
32;50;1;<function full at 0x000002172BDC8040>;{'n_dims': 12, 'function_set': [sub, mul, div, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDF010>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_rank_selection.<locals>.rank_selection at 0x000002172D0660C0>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172BFB53A0>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x000002172D009F80>;True;False;0.99418485
33;30;1;<function full at 0x000002172BDC8040>;{'n_dims': 12, 'function_set': [add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDF010>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_tournament.<locals>.tournament at 0x000002172D0244A0>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172D027880>;0.7;<function prm_gs_xo.<locals>.gs_xo at 0x000002172D00B380>;False;True;1.1000396
34;10;8;<function grow at 0x000002172BDB7E20>;{'n_dims': 12, 'function_set': [div, add, mul, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDF010>, 'p_constants': 0.3, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x000002172D06A980>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172BFBD580>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x000002172D0660C0>;True;True;0.8965767
35;100;4;<function full at 0x000002172BDC8040>;{'n_dims': 12, 'function_set': [sub, add, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDDE50>, 'p_constants': 0.3, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x000002172D08FB00>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172D0098A0>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x000002172D0244A0>;False;False;9.223372036854776e+18
36;200;4;<function grow at 0x000002172BDB7E20>;{'n_dims': 12, 'function_set': [div, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDDE50>, 'p_constants': 0.3, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_tournament.<locals>.tournament at 0x000002172C00B1A0>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172BFBC220>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x000002172C02A2A0>;False;False;9.223372036854776e+18
37;200;6;<function grow at 0x000002172BDB7E20>;{'n_dims': 12, 'function_set': [div, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDDE50>, 'p_constants': 0.2, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x000002172D0C65C0>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172D119BC0>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x000002172D08FB00>;True;True;0.5918915
38;200;8;<function grow at 0x000002172BDB7E20>;{'n_dims': 12, 'function_set': [sub, div, mul, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDF010>, 'p_constants': 0.05, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_double_tournament.<locals>.double_tournament at 0x000002172D16DDA0>;0.15;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172D06AA20>;0.7;<function prm_gs_xo.<locals>.gs_xo at 0x000002172D06A980>;False;False;9.223372036854776e+18
39;10;2;<function full at 0x000002172BDC8040>;{'n_dims': 12, 'function_set': [div, mul, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDF010>, 'p_constants': 0.05, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_double_tournament.<locals>.double_tournament at 0x000002172D0EB1A0>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172D0660C0>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x000002172D0C65C0>;False;False;9.223372036854776e+18
40;50;4;<function full at 0x000002172BDC8040>;{'n_dims': 12, 'function_set': [mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDDE50>, 'p_constants': 0.1, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_double_tournament.<locals>.double_tournament at 0x000002172D1499E0>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172D148AE0>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x000002172D0C68E0>;True;True;4.900523
41;100;1;<function full at 0x000002172BDC8040>;{'n_dims': 12, 'function_set': [add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDF010>, 'p_constants': 0.2, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_tournament.<locals>.tournament at 0x000002172D119F80>;0.15;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172D1499E0>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x000002172D148AE0>;False;True;1.0927309
42;50;1;<function grow at 0x000002172BDB7E20>;{'n_dims': 12, 'function_set': [sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDDE50>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x000002172BFBC220>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172D141260>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x000002172D140400>;True;False;2.0029275
43;200;4;<function grow at 0x000002172BDB7E20>;{'n_dims': 12, 'function_set': [sub, add, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDDE50>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x000002172D0EB2E0>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172D14B100>;0.5;<function prm_gs_xo.<locals>.gs_xo at 0x000002172D148AE0>;True;True;0.6985098
44;100;4;<function grow at 0x000002172BDB7E20>;{'n_dims': 12, 'function_set': [add, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDDE50>, 'p_constants': 0.05, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x000002172D0660C0>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172D0EB2E0>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x000002172D0EB600>;False;True;9.223372036854776e+18
45;100;1;<function grow at 0x000002172BDB7E20>;{'n_dims': 12, 'function_set': [div, mul, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDDE50>, 'p_constants': 0.2, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_double_tournament.<locals>.double_tournament at 0x000002172D1A6D40>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172D1A5120>;0.5;<function prm_gs_xo.<locals>.gs_xo at 0x000002172D064860>;False;True;1.6704289
46;200;6;<function full at 0x000002172BDC8040>;{'n_dims': 12, 'function_set': [div, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDDE50>, 'p_constants': 0.05, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_double_tournament.<locals>.double_tournament at 0x000002172D106DE0>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172D1051C0>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x000002172D107EC0>;True;False;0.41035748
47;10;8;<function grow at 0x000002172BDB7E20>;{'n_dims': 12, 'function_set': [mul, sub, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDF010>, 'p_constants': 0.2, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x000002172D106E80>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172D105760>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x000002172D0C68E0>;True;True;6.150939
48;30;8;<function grow at 0x000002172BDB7E20>;{'n_dims': 12, 'function_set': [sub, div, add, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDDE50>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_double_tournament.<locals>.double_tournament at 0x000002172D143740>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172D104D60>;0.5;<function prm_gs_xo.<locals>.gs_xo at 0x000002172D106DE0>;False;True;1.7608181
49;100;8;<function grow at 0x000002172BDB7E20>;{'n_dims': 12, 'function_set': [sub, div, add, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDDE50>, 'p_constants': 0.2, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_tournament.<locals>.tournament at 0x000002172D1499E0>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172D0FEA20>;0.9;<function prm_gs_xo.<locals>.gs_xo at 0x000002172D106E80>;True;True;0.5998275
50;10;4;<function full at 0x000002172BDC8040>;{'n_dims': 12, 'function_set': [sub, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000002172BDDDE50>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_tournament.<locals>.tournament at 0x000002172D2AB4C0>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x000002172D1942C0>;0.7;<function prm_gs_xo.<locals>.gs_xo at 0x000002172D143740>;True;True;4.8652396
